DISTRICT,BUILDING_TYPE,RENOVATION,SELLER_TYPE,TOTAL_PROPERTIES
Desyonovskoye,brick,cosmetic,owner,11
Marushkinskoye,panel,cosmetic,owner,11
Mosrentgen,panel,euro,agency,11
Orekhovo-Borisovo Severnoye,panel,cosmetic,owner,11
Ochakovo-Matveyevskoye,khrushchev,no_renovation,agency,11
Sokolniki,brick,euro,agency,11
Levoberezhny,khrushchev,cosmetic,owner,11
Vnukovskoye,modern_panel,euro,owner,11
Mikhaylovo-Yartsevskoye,panel,no_renovation,agency,11
Rogovskoye,modern_panel,no_renovation,agency,11
Nagorny,monolith,no_renovation,agency,11
Zelenograd,khrushchev,euro,agency,11
Ostankinsky,brick,euro,agency,11
Beskudnikovsky,modern_panel,cosmetic,owner,11
Yasenevo,panel,no_renovation,owner,11
Yaroslavsky,panel,euro,owner,11
Aeroport,khrushchev,euro,agency,11
Fili-Davydkovo,modern_panel,no_renovation,agency,11
Vnukovskoye,monolith,no_renovation,agency,11
Severnoye Tushino,monolith,euro,owner,11
Zapadnoye Degunino,panel,cosmetic,owner,11
Kuntsevo,panel,no_renovation,agency,11
Khamovniki,brick,euro,agency,11
Moskvorechye-Saburovo,panel,no_renovation,agency,11
Aeroport,panel,euro,agency,11
Voykovsky,modern_panel,no_renovation,agency,11
Zelenograd,monolith,cosmetic,owner,11
Basmanny,panel,euro,owner,11
Yuzhnoye Butovo,monolith,cosmetic,owner,11
Nagorny,khrushchev,cosmetic,owner,11
Losinoostrovsky,brick,cosmetic,owner,11
Gagarinsky,monolith,euro,agency,11
Yaroslavsky,brick,cosmetic,owner,11
Shchukino,monolith,no_renovation,agency,11
Chertanovo Tsentralnoye,brick,no_renovation,agency,11
Losinoostrovsky,khrushchev,no_renovation,agency,10
Desyonovskoye,monolith,euro,owner,10
Khovrino,modern_panel,no_renovation,owner,10
Mosrentgen,khrushchev,cosmetic,agency,10
Novokosino,brick,no_renovation,agency,10
Bibirevo,monolith,cosmetic,owner,10
Chertanovo Yuzhnoye,modern_panel,euro,agency,10
Veshnyaki,brick,no_renovation,agency,10
Severnoye Izmaylovo,stalin,cosmetic,agency,10
Fili-Davydkovo,khrushchev,no_renovation,agency,10
Yasenevo,panel,no_renovation,agency,10
Basmanny,monolith,cosmetic,owner,10
Voykovsky,modern_panel,euro,owner,10
Mozhaysky,modern_panel,euro,owner,10
Zyuzino,khrushchev,no_renovation,agency,10
Ryazanovskoye,monolith,euro,owner,10
Donskoy,modern_panel,cosmetic,owner,10
Yuzhnoye Butovo,modern_panel,cosmetic,owner,10
Butyrsky,monolith,no_renovation,agency,10
Zyuzino,brick,no_renovation,agency,10
Tverskoy,modern_panel,cosmetic,owner,10
Chertanovo Severnoye,panel,euro,agency,10
Rostokino,modern_panel,no_renovation,agency,10
Novo-Peredelkino,modern_panel,no_renovation,agency,10
Dorogomilovo,panel,no_renovation,agency,10
Yuzhnoye Medvedkovo,panel,cosmetic,owner,10
Donskoy,panel,euro,owner,10
Pervomayskoye,brick,cosmetic,owner,10
Severny,khrushchev,no_renovation,owner,10
Akademichesky,stalin,cosmetic,agency,10
Tsaritsyno,monolith,designer,agency,10
Kotlovka,brick,no_renovation,agency,10
Novogireyevo,panel,no_renovation,agency,10
Severnoye Tushino,modern_panel,no_renovation,agency,10
Strogino,khrushchev,cosmetic,owner,10
Khoroshyovo-Mnyovniki,stalin,euro,agency,10
Lianozovo,brick,cosmetic,owner,10
Chertanovo Tsentralnoye,monolith,no_renovation,agency,10
Golovinsky,brick,euro,agency,10
Yuzhnoye Tushino,brick,no_renovation,agency,10
Metrogorodok,khrushchev,euro,agency,10
Troparyovo-Nikulino,panel,no_renovation,owner,10
Ramenki,stalin,cosmetic,agency,10
Khovrino,monolith,euro,owner,10
Shcherbinka,monolith,cosmetic,owner,10
Begovoy,monolith,euro,owner,10
Bibirevo,monolith,euro,owner,10
Chertanovo Yuzhnoye,modern_panel,cosmetic,owner,10
Prospekt Vernadskogo,modern_panel,no_renovation,agency,10
Kurkino,brick,cosmetic,owner,10
Krasnopakhorskoye,modern_panel,euro,owner,10
Meshchansky,khrushchev,cosmetic,owner,10
Otradnoye,khrushchev,cosmetic,owner,10
Vostochnoye Izmaylovo,stalin,cosmetic,agency,10
Ostankinsky,monolith,no_renovation,agency,10
Shcherbinka,stalin,cosmetic,agency,10
Yasenevo,monolith,designer,agency,10
Kuntsevo,monolith,no_renovation,agency,10
Maryina Roshcha,monolith,no_renovation,agency,10
Biryulyovo Zapadnoye,khrushchev,euro,agency,10
Voykovsky,brick,euro,owner,10
Khamovniki,khrushchev,euro,agency,10
Nagorny,monolith,cosmetic,owner,10
Mozhaysky,brick,cosmetic,owner,10
Zyuzino,panel,no_renovation,agency,10
Timiryazevsky,brick,no_renovation,owner,10
Losinoostrovsky,modern_panel,cosmetic,owner,10
Akademichesky,monolith,cosmetic,owner,10
Shchukino,monolith,cosmetic,owner,10
Molzhaninovsky,brick,euro,agency,10
Preobrazhenskoye,brick,euro,agency,10
Akademichesky,brick,no_renovation,agency,10
Desyonovskoye,khrushchev,euro,agency,10
Nagatinsky Zaton,panel,designer,agency,10
Nagatino-Sadovniki,khrushchev,no_renovation,agency,10
Fili-Davydkovo,panel,cosmetic,owner,10
Zyuzino,brick,euro,agency,10
Obruchevsky,panel,cosmetic,owner,10
Molzhaninovsky,khrushchev,cosmetic,owner,10
Vnukovo,brick,cosmetic,owner,10
Desyonovskoye,modern_panel,euro,agency,10
Mitino,brick,euro,agency,10
Tyoply Stan,monolith,euro,owner,10
Kievsky,monolith,euro,owner,10
Sviblovo,panel,cosmetic,owner,10
Ryazanovskoye,panel,no_renovation,agency,10
Marushkinskoye,monolith,euro,owner,10
Metrogorodok,monolith,cosmetic,owner,10
Yaroslavsky,brick,euro,agency,10
Rogovskoye,stalin,euro,agency,10
Sosenskoye,khrushchev,cosmetic,owner,10
Mikhaylovo-Yartsevskoye,brick,cosmetic,owner,10
Nagatinsky Zaton,brick,no_renovation,agency,10
Krasnopakhorskoye,brick,euro,agency,10
Desyonovskoye,panel,cosmetic,owner,10
Moskvorechye-Saburovo,brick,euro,agency,10
Vnukovo,panel,no_renovation,agency,10
Danilovsky,panel,no_renovation,agency,10
Golovinsky,monolith,euro,agency,10
Troparyovo-Nikulino,monolith,euro,owner,10
Presnensky,panel,cosmetic,owner,10
Yuzhnoye Tushino,panel,no_renovation,agency,10
Timiryazevsky,khrushchev,euro,agency,10
Filimonkovskoye,monolith,cosmetic,owner,10
Kokoshkino,panel,euro,agency,10
Sokolniki,panel,euro,agency,10
Presnensky,khrushchev,euro,owner,10
Moskovsky,brick,no_renovation,agency,10
Brateyevo,stalin,cosmetic,agency,10
Klyonovskoye,brick,cosmetic,owner,10
Voykovsky,khrushchev,cosmetic,owner,10
Sosenskoye,khrushchev,no_renovation,agency,10
Beskudnikovsky,monolith,euro,owner,10
Beskudnikovsky,khrushchev,cosmetic,owner,10
Yakimanka,khrushchev,cosmetic,agency,10
Timiryazevsky,monolith,no_renovation,agency,10
Khamovniki,monolith,euro,owner,10
Biryulyovo Vostochnoye,brick,euro,owner,10
Pervomayskoye,panel,no_renovation,agency,10
Ryazanovskoye,panel,cosmetic,owner,10
Otradnoye,monolith,cosmetic,owner,10
Zapadnoye Degunino,modern_panel,no_renovation,agency,10
Mitino,panel,no_renovation,agency,10
Sokolinaya Gora,panel,euro,owner,10
Preobrazhenskoye,brick,euro,owner,10
Severnoye Butovo,panel,no_renovation,agency,10
Sosenskoye,monolith,cosmetic,owner,10
Yuzhnoye Medvedkovo,khrushchev,no_renovation,agency,10
Izmaylovo,modern_panel,cosmetic,owner,10
Solntsevo,brick,no_renovation,agency,10
Rogovskoye,khrushchev,cosmetic,owner,10
Dmitrovsky,modern_panel,cosmetic,owner,10
Akademichesky,brick,cosmetic,owner,10
Tyoply Stan,modern_panel,no_renovation,owner,10
Presnensky,panel,no_renovation,agency,10
Moskvorechye-Saburovo,brick,cosmetic,owner,10
Yakimanka,monolith,euro,agency,10
Kurkino,modern_panel,no_renovation,agency,10
Marfino,khrushchev,euro,agency,10
Chertanovo Yuzhnoye,panel,no_renovation,agency,10
Altufyevsky,brick,euro,agency,10
Golyanovo,khrushchev,euro,agency,10
Yakimanka,monolith,euro,owner,10
Metrogorodok,khrushchev,euro,owner,10
Solntsevo,modern_panel,designer,agency,10
Zapadnoye Degunino,panel,no_renovation,agency,10
Tverskoy,brick,cosmetic,owner,10
Nagatino-Sadovniki,modern_panel,euro,owner,10
Marushkinskoye,brick,euro,agency,10
Aeroport,khrushchev,no_renovation,agency,10
Sokolniki,stalin,cosmetic,agency,10
Yuzhnoye Butovo,panel,no_renovation,agency,10
Moskvorechye-Saburovo,monolith,designer,agency,10
Sokolinaya Gora,brick,no_renovation,agency,10
Sokol,panel,cosmetic,owner,10
Ochakovo-Matveyevskoye,modern_panel,no_renovation,owner,10
Yuzhnoye Butovo,modern_panel,euro,owner,10
Severnoye Butovo,monolith,cosmetic,owner,10
Marushkinskoye,panel,no_renovation,agency,10
Altufyevsky,panel,cosmetic,owner,10
Severnoye Medvedkovo,brick,euro,owner,10
Lomonosovsky,khrushchev,euro,agency,10
Yasenevo,panel,euro,agency,10
Danilovsky,brick,no_renovation,agency,10
Krasnoselsky,modern_panel,euro,agency,10
Strogino,panel,cosmetic,owner,10
Golovinsky,monolith,cosmetic,owner,10
Golyanovo,khrushchev,no_renovation,agency,10
Ryazanovskoye,panel,euro,owner,10
Moskvorechye-Saburovo,panel,cosmetic,owner,10
Chertanovo Yuzhnoye,brick,designer,agency,10
Pokrovskoye-Streshnevo,monolith,no_renovation,agency,10
Novogireyevo,khrushchev,cosmetic,agency,10
Donskoy,brick,euro,owner,10
Voykovsky,panel,euro,owner,10
Severnoye Butovo,monolith,no_renovation,agency,10
Presnensky,brick,cosmetic,agency,10
Gagarinsky,modern_panel,no_renovation,agency,10
Orekhovo-Borisovo Yuzhnoye,modern_panel,euro,owner,10
Vostochny,khrushchev,euro,agency,10
Presnensky,monolith,cosmetic,owner,10
Chertanovo Yuzhnoye,brick,euro,agency,10
Savyolovsky,panel,euro,owner,10
Khoroshyovsky,panel,no_renovation,agency,10
Tverskoy,panel,no_renovation,agency,10
Savyolovsky,panel,euro,agency,10
Chertanovo Yuzhnoye,panel,euro,owner,10
Kokoshkino,brick,euro,agency,10
Orekhovo-Borisovo Yuzhnoye,panel,cosmetic,owner,10
Yasenevo,stalin,cosmetic,agency,10
Tyoply Stan,khrushchev,cosmetic,owner,10
Nagatinsky Zaton,khrushchev,euro,agency,10
Dorogomilovo,monolith,cosmetic,owner,10
Presnensky,modern_panel,euro,agency,10
Ivanovskoye,monolith,no_renovation,agency,10
Yakimanka,modern_panel,euro,owner,10
Bibirevo,brick,no_renovation,agency,10
Beskudnikovsky,khrushchev,euro,agency,10
Bogorodskoye,modern_panel,cosmetic,owner,10
Ivanovskoye,khrushchev,no_renovation,owner,10
Tyoply Stan,brick,no_renovation,agency,10
Dorogomilovo,panel,cosmetic,agency,10
Dmitrovsky,panel,cosmetic,agency,10
Beskudnikovsky,brick,cosmetic,owner,10
Koptevo,brick,euro,agency,10
Fili-Davydkovo,brick,euro,owner,10
Danilovsky,panel,no_renovation,owner,10
Pokrovskoye-Streshnevo,monolith,euro,agency,10
Tagansky,khrushchev,no_renovation,agency,10
Basmanny,panel,cosmetic,owner,10
Sokolniki,modern_panel,euro,owner,10
Alekseevsky,khrushchev,no_renovation,agency,10
Novogireyevo,panel,euro,owner,10
Filimonkovskoye,panel,no_renovation,agency,10
Khamovniki,brick,euro,owner,10
Butyrsky,modern_panel,no_renovation,agency,10
Yuzhnoye Butovo,modern_panel,no_renovation,agency,10
Molzhaninovsky,monolith,euro,owner,10
Lianozovo,brick,euro,agency,10
Sokol,monolith,no_renovation,owner,10
Biryulyovo Zapadnoye,brick,no_renovation,agency,10
Kuntsevo,modern_panel,cosmetic,owner,10
Gagarinsky,panel,cosmetic,owner,10
Vostochnoye Izmaylovo,brick,euro,owner,10
Prospekt Vernadskogo,stalin,cosmetic,agency,10
Metrogorodok,panel,cosmetic,owner,10
Mozhaysky,monolith,euro,owner,10
Losinoostrovsky,panel,cosmetic,owner,10
Novo-Peredelkino,khrushchev,no_renovation,agency,10
Vostochny,monolith,designer,agency,10
Beskudnikovsky,monolith,no_renovation,agency,10
Troparyovo-Nikulino,brick,cosmetic,agency,10
Ochakovo-Matveyevskoye,stalin,cosmetic,agency,10
Lianozovo,panel,cosmetic,owner,10
Sosenskoye,panel,no_renovation,agency,10
Shcherbinka,modern_panel,no_renovation,owner,10
Zyablikovo,monolith,no_renovation,owner,10
Krasnopakhorskoye,brick,no_renovation,agency,10
Chertanovo Tsentralnoye,khrushchev,no_renovation,agency,10
Molzhaninovsky,brick,no_renovation,agency,10
Yakimanka,modern_panel,cosmetic,owner,10
Timiryazevsky,panel,designer,agency,10
Severny,panel,cosmetic,owner,10
Ryazanovskoye,modern_panel,cosmetic,owner,10
Vostochny,panel,euro,owner,10
Bibirevo,modern_panel,euro,owner,10
Meshchansky,monolith,no_renovation,agency,10
Mitino,monolith,designer,agency,10
Khoroshyovo-Mnyovniki,modern_panel,cosmetic,owner,10
Sokol,brick,euro,owner,10
Molzhaninovsky,panel,no_renovation,agency,10
Severnoye Butovo,modern_panel,no_renovation,agency,10
Koptevo,monolith,no_renovation,agency,10
Pervomayskoye,panel,cosmetic,owner,10
Lianozovo,panel,euro,owner,10
Rostokino,panel,euro,owner,10
Severnoye Tushino,khrushchev,cosmetic,owner,10
Tyoply Stan,monolith,no_renovation,agency,10
Klyonovskoye,khrushchev,cosmetic,owner,10
Novokosino,stalin,cosmetic,agency,10
Mikhaylovo-Yartsevskoye,panel,euro,owner,10
Severny,brick,euro,agency,10
Orekhovo-Borisovo Yuzhnoye,stalin,cosmetic,agency,10
Koptevo,modern_panel,no_renovation,agency,10
Basmanny,khrushchev,euro,agency,10
Kotlovka,brick,cosmetic,agency,10
Zelenograd,panel,no_renovation,agency,10
Zapadnoye Degunino,monolith,euro,agency,10
Filimonkovskoye,monolith,no_renovation,owner,10
Koptevo,brick,euro,owner,10
Meshchansky,panel,designer,agency,10
Bogorodskoye,modern_panel,no_renovation,agency,10
Chertanovo Tsentralnoye,brick,euro,agency,10
Orekhovo-Borisovo Yuzhnoye,monolith,euro,owner,10
Basmanny,khrushchev,cosmetic,owner,10
Zyuzino,stalin,euro,agency,10
Presnensky,brick,cosmetic,owner,10
Voronovskoye,brick,euro,agency,10
Molzhaninovsky,monolith,no_renovation,agency,10
Timiryazevsky,modern_panel,euro,owner,10
Voykovsky,stalin,cosmetic,agency,10
Zyablikovo,monolith,euro,owner,10
Sokolniki,monolith,no_renovation,agency,10
Aeroport,panel,euro,owner,9
Dmitrovsky,brick,euro,agency,9
Khoroshyovsky,brick,cosmetic,owner,9
Zelenograd,brick,euro,agency,9
Sosenskoye,brick,euro,owner,9
Vnukovo,khrushchev,cosmetic,owner,9
Tagansky,modern_panel,euro,owner,9
Chertanovo Yuzhnoye,panel,designer,owner,9
Begovoy,modern_panel,designer,agency,9
Biryulyovo Zapadnoye,panel,cosmetic,owner,9
Bogorodskoye,khrushchev,no_renovation,agency,9
Voykovsky,modern_panel,designer,agency,9
Alekseevsky,brick,cosmetic,owner,9
Obruchevsky,brick,cosmetic,owner,9
Severnoye Izmaylovo,panel,no_renovation,owner,9
Moskovsky,monolith,cosmetic,owner,9
Khoroshyovo-Mnyovniki,khrushchev,euro,agency,9
Butyrsky,panel,euro,owner,9
Alekseevsky,modern_panel,no_renovation,owner,9
Babushkinsky,stalin,cosmetic,agency,9
Rogovskoye,panel,cosmetic,agency,9
Konkovo,panel,no_renovation,owner,9
Strogino,monolith,euro,owner,9
Gagarinsky,khrushchev,cosmetic,agency,9
Severnoye Medvedkovo,monolith,no_renovation,agency,9
Vostochny,khrushchev,no_renovation,agency,9
Mikhaylovo-Yartsevskoye,brick,euro,owner,9
Strogino,monolith,cosmetic,owner,9
Lianozovo,panel,no_renovation,agency,9
Presnensky,monolith,no_renovation,agency,9
Zapadnoye Degunino,monolith,no_renovation,agency,9
Prospekt Vernadskogo,khrushchev,no_renovation,agency,9
Aeroport,khrushchev,cosmetic,owner,9
Marfino,panel,cosmetic,owner,9
Zyuzino,panel,cosmetic,owner,9
Voskresenskoye,khrushchev,euro,owner,9
Yakimanka,khrushchev,euro,agency,9
Babushkinsky,monolith,no_renovation,agency,9
Koptevo,monolith,euro,agency,9
Chertanovo Tsentralnoye,modern_panel,cosmetic,owner,9
Yaroslavsky,panel,no_renovation,owner,9
Shchapovskoye,modern_panel,cosmetic,owner,9
Konkovo,khrushchev,euro,owner,9
Sokolniki,modern_panel,cosmetic,owner,9
Tagansky,monolith,cosmetic,agency,9
Krylatskoye,brick,designer,agency,9
Kuntsevo,brick,euro,owner,9
Perovo,modern_panel,cosmetic,owner,9
Bogorodskoye,brick,euro,owner,9
Golyanovo,modern_panel,no_renovation,agency,9
Filimonkovskoye,stalin,euro,agency,9
Vostochnoye Izmaylovo,khrushchev,euro,agency,9
Chertanovo Tsentralnoye,panel,euro,owner,9
Savyolovsky,khrushchev,euro,owner,9
Klyonovskoye,panel,no_renovation,agency,9
Basmanny,panel,no_renovation,agency,9
Bibirevo,brick,euro,owner,9
Begovoy,brick,no_renovation,agency,9
Kievsky,monolith,cosmetic,owner,9
Mikhaylovo-Yartsevskoye,khrushchev,euro,owner,9
Severnoye Medvedkovo,panel,designer,agency,9
Arbat,khrushchev,cosmetic,owner,9
Zyablikovo,brick,cosmetic,owner,9
Mozhaysky,brick,cosmetic,agency,9
Bogorodskoye,modern_panel,euro,owner,9
Orekhovo-Borisovo Severnoye,modern_panel,no_renovation,agency,9
Khamovniki,khrushchev,cosmetic,owner,9
Filyovsky Park,panel,cosmetic,owner,9
Alekseevsky,stalin,designer,agency,9
Klyonovskoye,khrushchev,euro,owner,9
Vostochny,brick,euro,agency,9
Krylatskoye,modern_panel,euro,owner,9
Yasenevo,panel,cosmetic,owner,9
Khovrino,stalin,cosmetic,agency,9
Solntsevo,brick,euro,owner,9
Cheryomushki,brick,designer,agency,9
Kurkino,monolith,euro,owner,9
Prospekt Vernadskogo,brick,no_renovation,owner,9
Maryina Roshcha,panel,no_renovation,agency,9
Rostokino,brick,no_renovation,agency,9
Krylatskoye,brick,euro,owner,9
Butyrsky,monolith,euro,owner,9
Filyovsky Park,panel,euro,owner,9
Kuntsevo,khrushchev,euro,agency,9
Bogorodskoye,panel,cosmetic,owner,9
Metrogorodok,khrushchev,cosmetic,owner,9
Metrogorodok,modern_panel,euro,owner,9
Biryulyovo Vostochnoye,brick,no_renovation,owner,9
Vostochnoye Izmaylovo,brick,euro,agency,9
Nagatino-Sadovniki,modern_panel,no_renovation,agency,9
Kokoshkino,monolith,euro,owner,9
Lianozovo,monolith,designer,agency,9
Khamovniki,modern_panel,cosmetic,owner,9
Beskudnikovsky,panel,euro,owner,9
Khoroshyovsky,brick,no_renovation,agency,9
Khovrino,modern_panel,no_renovation,agency,9
Kievsky,modern_panel,no_renovation,agency,9
Danilovsky,khrushchev,euro,agency,9
Shcherbinka,panel,cosmetic,owner,9
Krylatskoye,brick,cosmetic,owner,9
Otradnoye,monolith,euro,owner,9
Tagansky,khrushchev,cosmetic,owner,9
Shchukino,stalin,cosmetic,agency,9
Babushkinsky,khrushchev,cosmetic,owner,9
Novo-Peredelkino,stalin,cosmetic,owner,9
Mitino,brick,no_renovation,agency,9
Preobrazhenskoye,panel,no_renovation,agency,9
Vnukovskoye,khrushchev,euro,owner,9
Zyuzino,panel,euro,owner,9
Filimonkovskoye,brick,euro,agency,9
Rostokino,monolith,euro,agency,9
Novogireyevo,modern_panel,cosmetic,owner,9
Desyonovskoye,monolith,no_renovation,agency,9
Novo-Peredelkino,stalin,cosmetic,agency,9
Ostankinsky,khrushchev,cosmetic,agency,9
Chertanovo Tsentralnoye,khrushchev,cosmetic,agency,9
Moskovsky,panel,cosmetic,owner,9
Voronovskoye,khrushchev,cosmetic,owner,9
Bibirevo,monolith,no_renovation,agency,9
Bibirevo,brick,cosmetic,owner,9
Maryina Roshcha,modern_panel,cosmetic,owner,9
Severnoye Izmaylovo,panel,cosmetic,owner,9
Yuzhnoye Tushino,monolith,euro,owner,9
Vnukovskoye,modern_panel,cosmetic,owner,9
Presnensky,stalin,euro,agency,9
Zyuzino,monolith,no_renovation,agency,9
Dmitrovsky,modern_panel,no_renovation,agency,9
Zamoskvorechye,khrushchev,no_renovation,owner,9
Preobrazhenskoye,monolith,euro,owner,9
Izmaylovo,monolith,cosmetic,owner,9
Voskresenskoye,brick,euro,owner,9
Donskoy,stalin,cosmetic,agency,9
Tverskoy,khrushchev,cosmetic,agency,9
Shchapovskoye,modern_panel,no_renovation,agency,9
Dorogomilovo,brick,no_renovation,agency,9
Shchukino,khrushchev,euro,agency,9
Veshnyaki,khrushchev,no_renovation,agency,9
Lomonosovsky,modern_panel,cosmetic,owner,9
Filimonkovskoye,brick,no_renovation,agency,9
Krasnoselsky,modern_panel,cosmetic,owner,9
Chertanovo Yuzhnoye,monolith,no_renovation,agency,9
Konkovo,monolith,cosmetic,owner,9
Marushkinskoye,khrushchev,euro,agency,9
Khoroshyovsky,monolith,euro,owner,9
Chertanovo Severnoye,brick,cosmetic,owner,9
Shchukino,brick,cosmetic,owner,9
Sosenskoye,modern_panel,no_renovation,agency,9
Chertanovo Severnoye,monolith,euro,owner,9
Cheryomushki,monolith,no_renovation,agency,9
Marushkinskoye,monolith,cosmetic,owner,9
Sviblovo,brick,no_renovation,agency,9
Preobrazhenskoye,khrushchev,euro,owner,9
Kosino-Ukhtomsky,monolith,designer,agency,9
Yaroslavsky,monolith,no_renovation,owner,9
Severnoye Medvedkovo,panel,cosmetic,owner,9
Krasnoselsky,khrushchev,cosmetic,owner,9
Krylatskoye,brick,no_renovation,owner,9
Orekhovo-Borisovo Severnoye,brick,designer,agency,9
Basmanny,brick,euro,owner,9
Khamovniki,brick,cosmetic,owner,9
Prospekt Vernadskogo,modern_panel,cosmetic,owner,9
Nagorny,panel,cosmetic,owner,9
Yuzhnoye Medvedkovo,khrushchev,euro,agency,9
Golyanovo,brick,cosmetic,owner,9
Ochakovo-Matveyevskoye,monolith,cosmetic,owner,9
Koptevo,khrushchev,cosmetic,owner,9
Metrogorodok,monolith,no_renovation,agency,9
Krasnoselsky,modern_panel,euro,owner,9
Babushkinsky,monolith,cosmetic,owner,9
Voskresenskoye,khrushchev,cosmetic,owner,9
Mosrentgen,brick,designer,agency,9
Yuzhnoye Butovo,monolith,euro,agency,9
Shcherbinka,modern_panel,cosmetic,owner,9
Biryulyovo Zapadnoye,brick,euro,owner,9
Klyonovskoye,monolith,euro,owner,9
Koptevo,brick,no_renovation,agency,9
Marfino,stalin,euro,agency,9
Babushkinsky,modern_panel,cosmetic,owner,9
Moskvorechye-Saburovo,monolith,no_renovation,agency,9
Golyanovo,khrushchev,euro,owner,9
Cheryomushki,monolith,no_renovation,owner,9
Tsaritsyno,khrushchev,euro,owner,9
Rostokino,panel,cosmetic,owner,9
Tsaritsyno,khrushchev,no_renovation,agency,9
Timiryazevsky,panel,euro,agency,9
Pokrovskoye-Streshnevo,monolith,cosmetic,owner,9
Tverskoy,modern_panel,euro,owner,9
Krylatskoye,stalin,cosmetic,agency,9
Yasenevo,khrushchev,euro,owner,9
Severnoye Medvedkovo,khrushchev,euro,agency,9
Meshchansky,modern_panel,no_renovation,agency,9
Basmanny,modern_panel,euro,agency,9
Nagatinsky Zaton,modern_panel,euro,owner,9
Golyanovo,monolith,euro,agency,9
Shcherbinka,brick,euro,agency,9
Novokosino,brick,euro,owner,9
Novofyodorovskoye,panel,cosmetic,owner,9
