DISTRICT,BUILDING_TYPE,ROOMS,TO_CENTER_KM,AVG_PRICE_PER_SQM
Nagatinsky Zaton,brick,3,8.69,184900.00
Alekseevsky,panel,2,8.69,157100.00
Nagatino-Sadovniki,modern_panel,3,8.69,217100.00
Marfino,modern_panel,1,8.69,165100.00
Butyrsky,khrushchev,2,8.69,209700.00
Sokolniki,panel,4,8.69,269100.00
Sokolinaya Gora,modern_panel,3,8.69,122200.00
Nagatino-Sadovniki,brick,2,8.7,250900.00
Nagatinsky Zaton,khrushchev,2,8.7,154900.00
Akademichesky,panel,1,8.7,207200.00
Sokolinaya Gora,khrushchev,1,8.7,83500.00
Bogorodskoye,stalin,2,8.7,170200.00
Nagatino-Sadovniki,stalin,4,8.7,278500.00
Ramenki,monolith,1,8.7,324100.00
Sokol,panel,2,8.7,267000.00
Sokolinaya Gora,panel,2,8.7,150900.00
Metrogorodok,brick,2,8.7,260300.00
Ramenki,modern_panel,2,8.7,238950.00
Butyrsky,panel,1,8.7,166700.00
Akademichesky,panel,4,8.7,357400.00
Preobrazhenskoye,monolith,3,8.7,211200.00
Nagatino-Sadovniki,stalin,2,8.7,249900.00
Bogorodskoye,modern_panel,2,8.7,192000.00
Fili-Davydkovo,monolith,2,8.7,217400.00
Gagarinsky,brick,2,8.7,330300.00
Sokol,panel,2,8.71,269500.00
Fili-Davydkovo,modern_panel,2,8.71,212000.00
Marfino,panel,3,8.71,110900.00
Aeroport,monolith,2,8.71,246400.00
Nagatinsky Zaton,modern_panel,2,8.71,191400.00
Ramenki,panel,2,8.71,190300.00
Bogorodskoye,modern_panel,1,8.71,184100.00
Khoroshyovo-Mnyovniki,brick,3,8.71,174900.00
Perovo,khrushchev,1,8.71,183300.00
Donskoy,monolith,1,8.71,301000.00
Khoroshyovo-Mnyovniki,panel,2,8.71,157900.00
Akademichesky,khrushchev,3,8.71,213000.00
Nagatinsky Zaton,khrushchev,1,8.71,222000.00
Sokol,modern_panel,2,8.71,330000.00
Ramenki,modern_panel,4,8.71,310900.00
Nagatino-Sadovniki,khrushchev,1,8.71,166400.00
Akademichesky,khrushchev,2,8.71,240800.00
Ramenki,monolith,3,8.71,206400.00
Kotlovka,stalin,3,8.71,381700.00
Cheryomushki,brick,2,8.71,248000.00
Butyrsky,monolith,1,8.71,154600.00
Chertanovo Severnoye,brick,1,8.71,196800.00
Aeroport,monolith,3,8.71,264200.00
Timiryazevsky,monolith,3,8.71,235100.00
Izmaylovo,monolith,2,8.71,302500.00
Sokolinaya Gora,monolith,1,8.71,255700.00
Akademichesky,khrushchev,1,8.71,164200.00
Nagatino-Sadovniki,modern_panel,2,8.71,162800.00
Lomonosovsky,modern_panel,2,8.71,421400.00
Lomonosovsky,monolith,1,8.71,238200.00
Ostankinsky,modern_panel,3,8.72,283200.00
Cheryomushki,monolith,2,8.72,237800.00
Filyovsky Park,panel,1,8.72,231700.00
Khoroshyovo-Mnyovniki,monolith,1,8.72,243550.00
Khoroshyovo-Mnyovniki,monolith,2,8.72,172200.00
Ramenki,khrushchev,1,8.72,235400.00
Novogireyevo,panel,1,8.72,175500.00
Akademichesky,brick,2,8.72,259700.00
Izmaylovo,monolith,3,8.72,199800.00
Lomonosovsky,modern_panel,3,8.72,224100.00
Akademichesky,modern_panel,1,8.72,209800.00
Nagorny,modern_panel,2,8.72,237900.00
Timiryazevsky,khrushchev,2,8.72,153000.00
Chertanovo Severnoye,brick,1,8.72,197700.00
Sviblovo,modern_panel,2,8.72,202500.00
Filyovsky Park,panel,3,8.72,280500.00
Bogorodskoye,panel,2,8.72,165300.00
Sokol,monolith,1,8.72,326400.00
Timiryazevsky,modern_panel,2,8.72,159000.00
Kotlovka,modern_panel,2,8.72,222200.00
Ostankinsky,modern_panel,1,8.72,235700.00
Moskvorechye-Saburovo,khrushchev,3,8.72,108400.00
Ostankinsky,monolith,1,8.72,228300.00
Butyrsky,panel,1,8.72,128600.00
Aeroport,brick,2,8.72,411800.00
Lomonosovsky,stalin,2,8.73,337700.00
Nagatino-Sadovniki,brick,5,8.73,263500.00
Bogorodskoye,stalin,2,8.73,213200.00
Timiryazevsky,modern_panel,4,8.73,238200.00
Sokol,brick,2,8.73,189300.00
Bogorodskoye,modern_panel,1,8.73,173800.00
Bogorodskoye,khrushchev,3,8.73,154300.00
Sokolinaya Gora,brick,2,8.73,144800.00
Bogorodskoye,panel,1,8.73,116300.00
Nagatino-Sadovniki,brick,2,8.73,230900.00
Shchukino,panel,2,8.73,223400.00
Butyrsky,modern_panel,2,8.73,178400.00
Chertanovo Severnoye,monolith,2,8.73,183500.00
Nagatinsky Zaton,panel,1,8.73,216200.00
Sokolinaya Gora,brick,1,8.73,163400.00
Voykovsky,monolith,1,8.73,299200.00
Cheryomushki,monolith,2,8.73,414800.00
Bogorodskoye,panel,2,8.73,116900.00
Ramenki,panel,2,8.73,279400.00
Akademichesky,monolith,1,8.73,234100.00
Sokolniki,monolith,1,8.73,239700.00
Filyovsky Park,stalin,1,8.73,269200.00
Nagatino-Sadovniki,modern_panel,1,8.73,136100.00
Rostokino,modern_panel,2,8.73,206450.00
Ramenki,monolith,3,8.74,345200.00
Bogorodskoye,stalin,2,8.74,238900.00
Sokol,khrushchev,1,8.74,305900.00
Ramenki,modern_panel,5,8.74,316400.00
Marfino,khrushchev,2,8.74,224900.00
Lomonosovsky,modern_panel,4,8.74,239200.00
Ramenki,khrushchev,3,8.74,223600.00
Kotlovka,panel,4,8.74,169000.00
Voykovsky,brick,3,8.74,277100.00
Nagorny,monolith,1,8.74,140900.00
Nagorny,panel,1,8.74,222200.00
Ostankinsky,panel,2,8.74,214300.00
Preobrazhenskoye,monolith,2,8.74,167500.00
Nagorny,khrushchev,2,8.74,184700.00
Cheryomushki,brick,4,8.74,192800.00
Timiryazevsky,brick,2,8.74,191800.00
Sokol,modern_panel,1,8.74,282900.00
Cheryomushki,brick,2,8.74,345300.00
Nagorny,monolith,4,8.74,288700.00
Filyovsky Park,modern_panel,3,8.74,214900.00
Bogorodskoye,modern_panel,1,8.74,187300.00
Nagatino-Sadovniki,panel,4,8.74,144200.00
Kotlovka,khrushchev,3,8.74,177500.00
Akademichesky,stalin,3,8.74,344500.00
Ostankinsky,brick,1,8.74,223900.00
Nagatinsky Zaton,khrushchev,2,8.74,189300.00
Filyovsky Park,brick,2,8.74,248300.00
Khoroshyovsky,modern_panel,1,8.74,268300.00
Nagatino-Sadovniki,stalin,1,8.75,244000.00
Khoroshyovo-Mnyovniki,monolith,2,8.75,308100.00
Kotlovka,monolith,1,8.75,305000.00
Gagarinsky,panel,2,8.75,376100.00
Timiryazevsky,brick,2,8.75,248100.00
Akademichesky,modern_panel,2,8.75,226500.00
Filyovsky Park,monolith,2,8.75,193000.00
Perovo,brick,3,8.75,261700.00
Rostokino,brick,2,8.75,186200.00
Rostokino,khrushchev,1,8.75,196500.00
Chertanovo Severnoye,brick,3,8.75,286500.00
Nagorny,monolith,1,8.75,275900.00
Lomonosovsky,brick,3,8.75,346100.00
Sokol,khrushchev,1,8.75,198400.00
Nagatinsky Zaton,panel,1,8.75,130800.00
Perovo,monolith,2,8.75,268700.00
Fili-Davydkovo,panel,3,8.75,204500.00
Filyovsky Park,panel,1,8.76,311900.00
Timiryazevsky,modern_panel,2,8.76,248200.00
Sviblovo,modern_panel,3,8.76,262900.00
Sokol,brick,3,8.76,284600.00
Kotlovka,panel,2,8.76,196600.00
Rostokino,khrushchev,2,8.76,151400.00
Fili-Davydkovo,brick,2,8.76,233900.00
Bogorodskoye,panel,2,8.76,199400.00
Preobrazhenskoye,panel,3,8.76,137100.00
Nagatino-Sadovniki,brick,3,8.76,137200.00
Gagarinsky,modern_panel,1,8.76,206500.00
Timiryazevsky,khrushchev,4,8.76,222200.00
Ostankinsky,modern_panel,1,8.76,186000.00
Khoroshyovsky,brick,3,8.76,280500.00
Ostankinsky,modern_panel,2,8.76,165600.00
Akademichesky,monolith,2,8.76,294000.00
Preobrazhenskoye,stalin,2,8.76,192800.00
Fili-Davydkovo,modern_panel,4,8.76,357600.00
Filyovsky Park,modern_panel,4,8.76,401100.00
Timiryazevsky,brick,1,8.76,151200.00
Fili-Davydkovo,brick,1,8.76,190100.00
Aeroport,panel,4,8.76,136900.00
Preobrazhenskoye,khrushchev,1,8.76,174600.00
Kotlovka,brick,3,8.76,207400.00
Aeroport,panel,2,8.76,255900.00
Nagatinsky Zaton,brick,3,8.76,174300.00
Preobrazhenskoye,khrushchev,2,8.76,132200.00
Sokol,panel,3,8.76,171500.00
Aeroport,brick,1,8.76,200200.00
Aeroport,modern_panel,2,8.76,213400.00
Bogorodskoye,khrushchev,3,8.76,152500.00
Nagatinsky Zaton,panel,5,8.76,132700.00
Fili-Davydkovo,panel,3,8.77,153900.00
Sokolinaya Gora,modern_panel,1,8.77,150400.00
Kotlovka,panel,3,8.77,297100.00
Fili-Davydkovo,khrushchev,2,8.77,213900.00
Timiryazevsky,monolith,2,8.77,245500.00
Sokol,monolith,2,8.77,228800.00
Ramenki,monolith,1,8.77,249800.00
Aeroport,monolith,4,8.77,298700.00
Sokol,modern_panel,3,8.77,341000.00
Sokol,panel,2,8.77,185300.00
Izmaylovo,monolith,1,8.77,285300.00
Filyovsky Park,panel,2,8.77,206650.00
Veshnyaki,monolith,3,8.77,147500.00
Nagatino-Sadovniki,stalin,2,8.77,183600.00
Sviblovo,monolith,1,8.77,155500.00
Butyrsky,panel,2,8.77,201300.00
Filyovsky Park,panel,3,8.77,282100.00
Aeroport,khrushchev,3,8.77,205800.00
Fili-Davydkovo,monolith,5,8.77,265200.00
Nagatino-Sadovniki,brick,1,8.77,249300.00
Ostankinsky,panel,4,8.77,175500.00
Sokol,brick,2,8.77,349700.00
Rostokino,brick,4,8.77,164100.00
Kotlovka,panel,2,8.77,250300.00
Preobrazhenskoye,panel,3,8.77,171300.00
Nagorny,khrushchev,2,8.78,137200.00
Fili-Davydkovo,brick,2,8.78,256500.00
Marfino,monolith,2,8.78,180300.00
Izmaylovo,monolith,3,8.78,259800.00
Sokol,monolith,2,8.78,273700.00
Akademichesky,modern_panel,2,8.78,249400.00
Timiryazevsky,modern_panel,1,8.78,213600.00
Nagatino-Sadovniki,panel,1,8.78,271800.00
Nagorny,monolith,2,8.78,416500.00
Nagorny,brick,3,8.78,132200.00
Sokol,monolith,1,8.78,359000.00
Ramenki,modern_panel,1,8.78,394600.00
Khoroshyovo-Mnyovniki,monolith,2,8.78,217700.00
Akademichesky,panel,2,8.78,202600.00
Rostokino,panel,1,8.78,103400.00
Bogorodskoye,brick,3,8.78,202600.00
Lomonosovsky,brick,5,8.78,382100.00
Lomonosovsky,brick,3,8.78,312200.00
Nagorny,modern_panel,4,8.78,239500.00
Cheryomushki,stalin,1,8.78,353100.00
Aeroport,khrushchev,2,8.78,112900.00
Preobrazhenskoye,panel,3,8.78,236400.00
Filyovsky Park,brick,1,8.78,276000.00
Metrogorodok,modern_panel,5,8.78,113600.00
Izmaylovo,stalin,2,8.78,225000.00
Sokol,khrushchev,1,8.78,194400.00
Kotlovka,brick,4,8.78,142100.00
Ostankinsky,panel,1,8.78,210200.00
Cheryomushki,monolith,3,8.78,237600.00
Fili-Davydkovo,modern_panel,2,8.78,218100.00
Nagatinsky Zaton,panel,4,8.78,223800.00
Nagatinsky Zaton,modern_panel,2,8.78,189400.00
Izmaylovo,khrushchev,2,8.78,146800.00
Izmaylovo,panel,3,8.79,180900.00
Bogorodskoye,khrushchev,2,8.79,99000.00
Sokol,brick,3,8.79,331000.00
Nagatinsky Zaton,monolith,4,8.79,160600.00
Aeroport,monolith,1,8.79,169300.00
Sokolinaya Gora,modern_panel,1,8.79,192400.00
Ramenki,brick,2,8.79,246400.00
Novogireyevo,khrushchev,3,8.79,202300.00
Akademichesky,modern_panel,2,8.79,346300.00
Ostankinsky,monolith,3,8.79,301000.00
Cheryomushki,khrushchev,2,8.79,257000.00
Fili-Davydkovo,stalin,2,8.79,292400.00
Fili-Davydkovo,modern_panel,1,8.79,187800.00
Fili-Davydkovo,monolith,3,8.79,339400.00
Izmaylovo,panel,2,8.79,153000.00
Akademichesky,panel,1,8.79,264600.00
Akademichesky,brick,2,8.79,275100.00
Cheryomushki,modern_panel,2,8.79,394000.00
Ramenki,panel,2,8.79,264250.00
Bogorodskoye,panel,1,8.79,148500.00
Kotlovka,monolith,1,8.79,236300.00
Akademichesky,khrushchev,1,8.79,163900.00
Filyovsky Park,modern_panel,3,8.79,282400.00
Fili-Davydkovo,modern_panel,3,8.79,260400.00
Preobrazhenskoye,panel,3,8.79,264800.00
Ramenki,panel,4,8.79,277300.00
Bogorodskoye,panel,3,8.79,127100.00
Metrogorodok,modern_panel,1,8.79,133300.00
Butyrsky,brick,1,8.79,220200.00
Bogorodskoye,khrushchev,1,8.79,138500.00
Cheryomushki,khrushchev,2,8.8,198300.00
Bogorodskoye,modern_panel,4,8.8,162000.00
Sokolinaya Gora,brick,1,8.8,202500.00
Sokolniki,panel,2,8.8,232600.00
Alekseevsky,modern_panel,2,8.8,179700.00
Filyovsky Park,monolith,2,8.8,361100.00
Izmaylovo,brick,3,8.8,186900.00
Ostankinsky,modern_panel,1,8.8,225800.00
Bogorodskoye,panel,1,8.8,136500.00
Nagorny,panel,1,8.8,184000.00
Kotlovka,modern_panel,2,8.8,213700.00
Nagorny,khrushchev,2,8.8,195200.00
Nagatino-Sadovniki,monolith,1,8.8,156700.00
Nagatino-Sadovniki,modern_panel,2,8.8,186500.00
Fili-Davydkovo,khrushchev,4,8.8,222700.00
Cheryomushki,monolith,1,8.8,235400.00
Perovo,brick,2,8.8,268500.00
Preobrazhenskoye,panel,1,8.8,256600.00
Filyovsky Park,khrushchev,2,8.8,347300.00
Lomonosovsky,monolith,2,8.8,378500.00
Butyrsky,brick,2,8.8,245100.00
Nagatinsky Zaton,monolith,1,8.8,233600.00
Nagatinsky Zaton,khrushchev,5,8.8,214900.00
Voykovsky,monolith,3,8.8,178900.00
Akademichesky,panel,2,8.8,179500.00
Voykovsky,khrushchev,1,8.8,235200.00
Koptevo,panel,2,8.8,146800.00
Ostankinsky,brick,3,8.8,173100.00
Nagatinsky Zaton,monolith,4,8.8,175700.00
Filyovsky Park,panel,3,8.8,257900.00
Lomonosovsky,panel,3,8.8,302800.00
Lomonosovsky,panel,2,8.81,377100.00
Ramenki,khrushchev,1,8.81,404400.00
Akademichesky,brick,2,8.81,313700.00
Aeroport,monolith,2,8.81,229500.00
Nagorny,panel,1,8.81,184700.00
Perovo,khrushchev,3,8.81,145000.00
Sokol,brick,3,8.81,377000.00
Ramenki,modern_panel,3,8.81,297000.00
Nagorny,panel,2,8.81,270700.00
Rostokino,panel,1,8.81,203500.00
Lomonosovsky,panel,3,8.81,197800.00
Sviblovo,panel,1,8.81,120600.00
Sokol,brick,2,8.81,290900.00
Izmaylovo,panel,4,8.81,162800.00
Aeroport,brick,3,8.81,166700.00
Sokolinaya Gora,modern_panel,2,8.81,169100.00
Sokolinaya Gora,panel,3,8.81,162000.00
Aeroport,monolith,5,8.81,233500.00
Aeroport,panel,3,8.81,193400.00
Sviblovo,panel,2,8.81,176700.00
Lomonosovsky,modern_panel,4,8.81,167500.00
Filyovsky Park,modern_panel,2,8.81,221000.00
Timiryazevsky,panel,1,8.81,129700.00
Cheryomushki,panel,1,8.81,231700.00
Sokolinaya Gora,modern_panel,1,8.81,148700.00
Preobrazhenskoye,brick,3,8.81,139400.00
Nagorny,stalin,1,8.81,351500.00
Timiryazevsky,panel,2,8.82,217800.00
Zyuzino,khrushchev,3,8.82,175700.00
Perovo,khrushchev,4,8.82,153200.00
Rostokino,stalin,5,8.82,199600.00
Akademichesky,panel,3,8.82,257500.00
Kotlovka,modern_panel,1,8.82,385100.00
Ramenki,brick,1,8.82,268200.00
Sokolinaya Gora,stalin,1,8.82,251700.00
Zyuzino,panel,2,8.82,284000.00
Nagatino-Sadovniki,brick,2,8.82,191000.00
Sokolinaya Gora,monolith,1,8.82,202300.00
Sokol,khrushchev,4,8.82,255700.00
Bogorodskoye,panel,3,8.82,159600.00
Sokol,brick,2,8.82,316500.00
Bogorodskoye,khrushchev,2,8.82,169000.00
Filyovsky Park,monolith,3,8.82,257900.00
Aeroport,panel,3,8.82,189500.00
Kuntsevo,monolith,2,8.82,190600.00
Kotlovka,monolith,1,8.82,283000.00
Kotlovka,panel,2,8.82,181700.00
Ostankinsky,modern_panel,2,8.82,277300.00
Butyrsky,panel,2,8.82,162000.00
Filyovsky Park,modern_panel,2,8.82,234600.00
Gagarinsky,panel,1,8.82,248300.00
Butyrsky,khrushchev,4,8.82,144900.00
Ostankinsky,panel,4,8.82,159800.00
Kotlovka,brick,4,8.82,273700.00
Fili-Davydkovo,panel,2,8.83,252100.00
Aeroport,panel,3,8.83,192600.00
Rostokino,monolith,2,8.83,190300.00
Khoroshyovo-Mnyovniki,monolith,1,8.83,256200.00
Metrogorodok,brick,1,8.83,138800.00
Timiryazevsky,panel,1,8.83,135400.00
Sokolinaya Gora,khrushchev,1,8.83,111200.00
Kotlovka,monolith,1,8.83,237500.00
Voykovsky,modern_panel,4,8.83,154500.00
Ostankinsky,monolith,2,8.83,333000.00
Lomonosovsky,khrushchev,2,8.83,321100.00
Akademichesky,panel,1,8.83,249400.00
Bogorodskoye,panel,3,8.83,195700.00
Shchukino,modern_panel,1,8.83,288900.00
Khoroshyovo-Mnyovniki,panel,2,8.83,196700.00
Sokolinaya Gora,stalin,1,8.83,173700.00
Ramenki,monolith,1,8.83,298600.00
Lomonosovsky,panel,1,8.83,198500.00
Sokolinaya Gora,panel,1,8.83,235000.00
Ramenki,khrushchev,1,8.83,263700.00
Metrogorodok,khrushchev,1,8.83,129800.00
Nagatinsky Zaton,khrushchev,3,8.83,109700.00
Kotlovka,khrushchev,4,8.84,172400.00
Lomonosovsky,panel,3,8.84,403500.00
Filyovsky Park,brick,2,8.84,438000.00
Marfino,khrushchev,2,8.84,133400.00
Fili-Davydkovo,khrushchev,1,8.84,163800.00
Ostankinsky,modern_panel,1,8.84,210200.00
Nagatinsky Zaton,panel,3,8.84,163700.00
Ramenki,panel,4,8.84,346400.00
Nagorny,khrushchev,2,8.84,111400.00
Aeroport,stalin,2,8.84,276400.00
Voykovsky,brick,3,8.84,274500.00
Nagatinsky Zaton,stalin,2,8.84,300300.00
Gagarinsky,panel,3,8.84,329200.00
Butyrsky,monolith,1,8.84,167800.00
Rostokino,panel,3,8.84,156400.00
Voykovsky,modern_panel,3,8.85,236500.00
Akademichesky,stalin,2,8.85,212100.00
Ostankinsky,monolith,1,8.85,290800.00
Lomonosovsky,monolith,2,8.85,320000.00
Ramenki,modern_panel,2,8.85,247200.00
Aeroport,brick,1,8.85,150400.00
Akademichesky,monolith,1,8.85,292900.00
Filyovsky Park,khrushchev,1,8.85,201000.00
Izmaylovo,panel,2,8.85,159500.00
Lomonosovsky,panel,3,8.85,235300.00
Butyrsky,panel,1,8.85,146500.00
Nagatino-Sadovniki,monolith,3,8.85,184500.00
Akademichesky,panel,1,8.85,271700.00
Nagatinsky Zaton,modern_panel,2,8.85,227200.00
Ramenki,panel,2,8.85,258700.00
Fili-Davydkovo,panel,2,8.85,216400.00
Marfino,panel,5,8.85,188200.00
Izmaylovo,stalin,2,8.85,260100.00
Preobrazhenskoye,monolith,3,8.85,257200.00
Nagatino-Sadovniki,panel,1,8.85,156800.00
Marfino,khrushchev,2,8.85,186500.00
Cheryomushki,monolith,4,8.85,314900.00
Kotlovka,modern_panel,3,8.85,267300.00
Donskoy,modern_panel,2,8.85,259600.00
Filyovsky Park,panel,2,8.85,352000.00
Sokolinaya Gora,modern_panel,1,8.85,186800.00
Aeroport,khrushchev,3,8.85,148600.00
Bogorodskoye,panel,2,8.85,167800.00
Akademichesky,panel,3,8.85,230800.00
Nagatinsky Zaton,monolith,1,8.86,218400.00
Bogorodskoye,panel,2,8.86,133900.00
Filyovsky Park,monolith,1,8.86,291300.00
Preobrazhenskoye,monolith,2,8.86,192700.00
Ostankinsky,modern_panel,2,8.86,248700.00
Nagorny,brick,1,8.86,249400.00
Akademichesky,brick,3,8.86,262700.00
Filyovsky Park,panel,2,8.86,216200.00
Lomonosovsky,panel,5,8.86,301000.00
Aeroport,modern_panel,3,8.86,179400.00
Sokolinaya Gora,modern_panel,5,8.86,179600.00
Lomonosovsky,modern_panel,1,8.86,347100.00
Fili-Davydkovo,panel,2,8.86,234600.00
Lomonosovsky,brick,2,8.86,542100.00
Fili-Davydkovo,brick,2,8.86,323300.00
Preobrazhenskoye,monolith,1,8.86,189300.00
Akademichesky,khrushchev,1,8.86,146600.00
Sokolinaya Gora,brick,1,8.86,151500.00
Filyovsky Park,monolith,4,8.86,290300.00
Sviblovo,panel,5,8.86,258300.00
Butyrsky,khrushchev,2,8.86,201700.00
Ramenki,monolith,2,8.86,388500.00
Sokol,modern_panel,3,8.86,247000.00
Ramenki,modern_panel,3,8.87,446800.00
Izmaylovo,panel,4,8.87,153700.00
Fili-Davydkovo,stalin,3,8.87,538300.00
Timiryazevsky,khrushchev,1,8.87,183200.00
Nagatino-Sadovniki,monolith,1,8.87,153000.00
Ostankinsky,modern_panel,3,8.87,216400.00
Sokolinaya Gora,modern_panel,2,8.87,132300.00
Novogireyevo,modern_panel,2,8.87,216200.00
Chertanovo Severnoye,stalin,2,8.87,235100.00
Bogorodskoye,panel,1,8.87,189600.00
Kotlovka,panel,3,8.87,168200.00
Fili-Davydkovo,monolith,4,8.87,260400.00
Bogorodskoye,panel,3,8.87,89000.00
Khoroshyovo-Mnyovniki,modern_panel,2,8.87,139600.00
Zyuzino,panel,2,8.87,191000.00
Savyolovsky,modern_panel,2,8.87,214700.00
Sokol,modern_panel,1,8.87,253900.00
Sokolinaya Gora,panel,3,8.87,174300.00
Nagatino-Sadovniki,brick,2,8.87,133100.00
Lomonosovsky,khrushchev,2,8.87,225200.00
Shchukino,monolith,2,8.87,240700.00
Marfino,brick,3,8.87,172200.00
Preobrazhenskoye,brick,3,8.87,185000.00
Kotlovka,modern_panel,3,8.87,143300.00
Timiryazevsky,monolith,3,8.87,198200.00
Kotlovka,monolith,2,8.87,258400.00
Fili-Davydkovo,khrushchev,2,8.87,212200.00
Ostankinsky,brick,1,8.87,333000.00
Khoroshyovo-Mnyovniki,stalin,1,8.87,391000.00
Kotlovka,modern_panel,2,8.87,191000.00
Nagorny,monolith,2,8.87,218800.00
Prospekt Vernadskogo,panel,3,8.88,356000.00
Akademichesky,panel,5,8.88,313100.00
Butyrsky,monolith,3,8.88,153500.00
Bogorodskoye,panel,2,8.88,125600.00
Sokol,brick,4,8.88,265700.00
Sokolinaya Gora,brick,3,8.88,241000.00
Zyuzino,khrushchev,2,8.88,215900.00
Izmaylovo,panel,2,8.88,184000.00
Kotlovka,monolith,2,8.88,225500.00
Bogorodskoye,monolith,2,8.88,160500.00
Akademichesky,brick,2,8.88,248300.00
Nagatinsky Zaton,brick,3,8.88,158900.00
Ramenki,modern_panel,3,8.88,341400.00
Filyovsky Park,panel,1,8.88,233700.00
Aeroport,monolith,2,8.88,216600.00
Khoroshyovo-Mnyovniki,khrushchev,2,8.88,196800.00
Nagatino-Sadovniki,modern_panel,3,8.88,151500.00
Rostokino,panel,1,8.88,115300.00
Sokolinaya Gora,stalin,2,8.88,211200.00
Timiryazevsky,panel,3,8.88,227800.00
Filyovsky Park,modern_panel,1,8.88,239200.00
Rostokino,khrushchev,3,8.88,230200.00
Nagorny,khrushchev,2,8.88,215700.00
Gagarinsky,modern_panel,2,8.88,290600.00
Nagorny,monolith,2,8.88,132600.00
Khoroshyovo-Mnyovniki,monolith,1,8.88,277900.00
Preobrazhenskoye,brick,2,8.88,201400.00
Perovo,modern_panel,2,8.89,245400.00
Nagatino-Sadovniki,khrushchev,2,8.89,130900.00
Sokol,modern_panel,1,8.89,275500.00
Timiryazevsky,monolith,2,8.89,236400.00
Khoroshyovo-Mnyovniki,khrushchev,3,8.89,211500.00
Nagorny,khrushchev,1,8.89,143600.00
Khoroshyovsky,panel,2,8.89,212300.00
Ostankinsky,monolith,2,8.89,223100.00
Lomonosovsky,panel,2,8.89,373900.00
Kotlovka,modern_panel,1,8.89,243300.00
Akademichesky,modern_panel,2,8.89,230600.00
Akademichesky,khrushchev,1,8.89,263600.00
Preobrazhenskoye,monolith,2,8.89,314100.00
Marfino,khrushchev,4,8.89,132600.00
Nagatinsky Zaton,panel,1,8.89,187100.00
Kotlovka,monolith,3,8.89,227200.00
Preobrazhenskoye,panel,3,8.89,129200.00
Nagorny,modern_panel,2,8.89,166300.00
Zyuzino,monolith,2,8.89,229300.00
Fili-Davydkovo,khrushchev,3,8.9,223700.00
Lomonosovsky,modern_panel,1,8.9,328200.00
Bogorodskoye,panel,1,8.9,121400.00
Bogorodskoye,khrushchev,1,8.9,136700.00
Ramenki,panel,2,8.9,245200.00
Filyovsky Park,monolith,3,8.9,332900.00
Akademichesky,monolith,2,8.9,237500.00
Nagorny,monolith,3,8.9,210400.00
Bogorodskoye,panel,2,8.9,193200.00
Akademichesky,panel,2,8.9,220600.00
Lomonosovsky,panel,2,8.9,228800.00
Bogorodskoye,khrushchev,3,8.9,122500.00
Preobrazhenskoye,brick,2,8.9,123800.00
Sokolinaya Gora,brick,1,8.9,248200.00
Filyovsky Park,monolith,2,8.9,374500.00
Marfino,modern_panel,2,8.9,224300.00
Filyovsky Park,modern_panel,2,8.9,399900.00
Preobrazhenskoye,modern_panel,1,8.9,184500.00
Nagorny,monolith,1,8.9,264900.00
Cheryomushki,panel,2,8.9,273900.00
Timiryazevsky,monolith,3,8.9,244400.00
Izmaylovo,stalin,2,8.9,310700.00
Marfino,panel,3,8.9,189700.00
Rostokino,stalin,3,8.9,160800.00
Akademichesky,monolith,4,8.9,275000.00
Bogorodskoye,modern_panel,1,8.9,195800.00
Ramenki,monolith,2,8.9,393900.00
Rostokino,panel,2,8.9,141600.00
Nagorny,brick,1,8.9,211600.00
Fili-Davydkovo,modern_panel,2,8.9,297700.00
Sokol,modern_panel,5,8.9,295100.00
Sokol,panel,5,8.9,259200.00
Nagatinsky Zaton,monolith,3,8.9,268200.00
Nagorny,brick,3,8.9,228100.00
Khoroshyovsky,monolith,3,8.9,265300.00
Sokol,modern_panel,1,8.91,260800.00
Cheryomushki,modern_panel,2,8.91,294600.00
Preobrazhenskoye,panel,3,8.91,276400.00
Preobrazhenskoye,modern_panel,1,8.91,174800.00
Filyovsky Park,monolith,3,8.91,207700.00
Sokol,brick,1,8.91,274700.00
Marfino,panel,2,8.91,191400.00
Sokolinaya Gora,panel,2,8.91,183900.00
Fili-Davydkovo,modern_panel,3,8.91,224000.00
Timiryazevsky,khrushchev,1,8.91,122700.00
Marfino,stalin,3,8.91,247200.00
Timiryazevsky,panel,2,8.91,172700.00
Obruchevsky,panel,1,8.91,152600.00
Ramenki,monolith,1,8.91,254500.00
Lomonosovsky,panel,2,8.91,332400.00
Novogireyevo,monolith,2,8.91,170300.00
Fili-Davydkovo,monolith,3,8.91,304900.00
Kotlovka,stalin,2,8.91,217200.00
Rostokino,monolith,4,8.91,230600.00
Sokol,khrushchev,5,8.91,179700.00
Rostokino,modern_panel,1,8.91,134700.00
Bogorodskoye,monolith,1,8.91,139100.00
Izmaylovo,brick,2,8.91,154800.00
Nagorny,panel,3,8.91,206000.00
Nagorny,stalin,3,8.91,353600.00
Lomonosovsky,khrushchev,1,8.91,240500.00
Kotlovka,panel,5,8.91,196900.00
Alekseevsky,brick,3,8.92,228500.00
Preobrazhenskoye,modern_panel,2,8.92,266600.00
Lomonosovsky,khrushchev,1,8.92,233500.00
Sokolinaya Gora,panel,2,8.92,161250.00
Filyovsky Park,panel,3,8.92,242000.00
Fili-Davydkovo,khrushchev,1,8.92,291100.00
