YEAR_MONTH,DISTRICT,OKRUG,N_LISTINGS_SECONDARY,N_LISTINGS_RENTAL
2021-08,Izmaylovo,VAO,146,28
2021-08,Solntsevo,ZAO,115,51
2021-08,Severnoye Medvedkovo,SVAO,110,91
2021-08,Alekseevsky,SVAO,24,37
2021-08,Meshchansky,CAO,156,118
2021-08,Moskovsky,NAO,153,79
2021-08,Khoroshyovo-Mnyovniki,SZAO,167,77
2021-08,Donskoy,YuAO,158,11
2021-08,Prospekt Vernadskogo,ZAO,101,26
2021-08,Babushkinsky,SVAO,88,95
2021-08,Golyanovo,VAO,185,63
2021-08,Voronovskoye,TAO,43,30
2021-08,Ryazanovskoye,NAO,118,93
2021-08,Krasnoselsky,CAO,114,23
2021-08,Strogino,SZAO,143,76
2021-08,Rostokino,SVAO,39,31
2021-08,Danilovsky,YuAO,86,107
2021-08,Metrogorodok,VAO,117,98
2021-08,Sviblovo,SVAO,24,18
2021-08,Severnoye Izmaylovo,VAO,49,62
2021-08,Altufyevsky,SVAO,182,40
2021-08,Zyuzino,YuZAO,42,64
2021-08,Orekhovo-Borisovo Yuzhnoye,YuAO,69,17
2021-08,Gagarinsky,YuZAO,181,52
2021-08,Ramenki,ZAO,192,26
2021-08,Severnoye Tushino,SZAO,154,64
2021-08,Troparyovo-Nikulino,ZAO,116,23
2021-08,Troitsk,TAO,194,13
2021-08,Klyonovskoye,TAO,83,106
2021-08,Zamoskvorechye,CAO,88,79
2021-08,Levoberezhny,SAO,119,70
2021-08,Severny,SVAO,42,118
2021-08,Khoroshyovsky,SAO,190,92
2021-08,Marushkinskoye,NAO,60,83
2021-08,Bibirevo,SVAO,179,102
2021-08,Kokoshkino,NAO,154,102
2021-08,Obruchevsky,YuZAO,131,52
2021-08,Koptevo,SAO,102,53
2021-08,Presnensky,CAO,152,102
2021-08,Brateyevo,YuAO,52,87
2021-08,Otradnoye,SVAO,184,99
2021-08,Shchukino,SZAO,86,51
2021-08,Ochakovo-Matveyevskoye,ZAO,132,78
2021-08,Tsaritsyno,YuAO,152,113
2021-08,Beskudnikovsky,SAO,102,28
2021-08,Cheryomushki,YuZAO,70,33
2021-08,Orekhovo-Borisovo Severnoye,YuAO,168,100
2021-08,Filimonkovskoye,NAO,77,58
2021-08,Novokosino,VAO,119,43
2021-08,Golovinsky,SAO,81,37
2021-08,Fili-Davydkovo,ZAO,54,45
2021-08,Molzhaninovsky,SAO,102,34
2021-08,Nagatino-Sadovniki,YuAO,185,80
2021-08,Novofyodorovskoye,TAO,91,51
2021-08,Biryulyovo Vostochnoye,YuAO,81,73
2021-08,Severnoye Butovo,YuZAO,160,91
2021-08,Lianozovo,SVAO,192,70
2021-08,Marfino,SVAO,37,42
2021-08,Tyoply Stan,YuZAO,154,119
2021-08,Aeroport,SAO,32,62
2021-08,Mitino,SZAO,187,76
2021-08,Shchapovskoye,TAO,99,56
2021-08,Moskvorechye-Saburovo,YuAO,20,93
2021-08,Kuntsevo,ZAO,101,89
2021-08,Vnukovskoye,NAO,167,66
2021-08,Savyolovsky,SAO,125,87
2021-08,Yasenevo,YuZAO,28,66
2021-08,Veshnyaki,VAO,23,70
2021-08,Sokolniki,VAO,147,101
2021-08,Chertanovo Yuzhnoye,YuAO,54,40
2021-08,Vnukovo,ZAO,141,85
2021-08,Sokolinaya Gora,VAO,100,94
2021-08,Novogireyevo,VAO,177,35
2021-08,Losinoostrovsky,SVAO,125,106
2021-08,Arbat,CAO,130,84
2021-08,Krylatskoye,SZAO,172,106
2021-08,Shcherbinka,NAO,147,97
2021-08,Kurkino,SZAO,154,68
2021-08,Dorogomilovo,ZAO,176,85
2021-08,Dmitrovsky,SAO,100,53
2021-08,Bogorodskoye,VAO,126,31
2021-08,Sokol,SAO,106,80
2021-08,Vostochnoye Izmaylovo,VAO,97,101
2021-08,Vostochny,VAO,164,47
2021-08,Mosrentgen,NAO,163,25
2021-08,Kosino-Ukhtomsky,VAO,122,15
2021-08,Nagatinsky Zaton,YuAO,110,14
2021-08,Kotlovka,YuZAO,89,103
2021-08,Tverskoy,CAO,108,45
2021-08,Voskresenskoye,NAO,87,67
2021-08,Pervomayskoye,TAO,164,83
2021-08,Maryina Roshcha,SVAO,179,56
2021-08,Chertanovo Tsentralnoye,YuAO,134,31
2021-08,Akademichesky,YuZAO,192,91
2021-08,Desyonovskoye,NAO,69,59
2021-08,Khamovniki,CAO,182,92
2021-08,Preobrazhenskoye,VAO,60,91
2021-09,Beskudnikovsky,SAO,183,19
2021-09,Severnoye Butovo,YuZAO,47,46
2021-09,Sokolniki,VAO,162,14
2021-09,Cheryomushki,YuZAO,25,48
2021-09,Orekhovo-Borisovo Severnoye,YuAO,158,48
2021-09,Golovinsky,SAO,69,64
2021-09,Ryazanovskoye,NAO,178,39
2021-09,Koptevo,SAO,40,107
2021-09,Severny,SVAO,129,89
2021-09,Dorogomilovo,ZAO,79,26
2021-09,Dmitrovsky,SAO,44,84
2021-09,Bibirevo,SVAO,90,41
2021-09,Khoroshyovsky,SAO,189,93
2021-09,Desyonovskoye,NAO,186,43
2021-09,Kokoshkino,NAO,111,94
2021-09,Obruchevsky,YuZAO,167,81
2021-09,Marfino,SVAO,136,13
2021-09,Tsaritsyno,YuAO,104,61
2021-09,Kotlovka,YuZAO,128,11
2021-09,Severnoye Tushino,SZAO,132,39
2021-09,Otradnoye,SVAO,112,111
2021-09,Shchukino,SZAO,42,118
2021-09,Veshnyaki,VAO,165,76
2021-09,Brateyevo,YuAO,181,40
2021-09,Yasenevo,YuZAO,161,96
2021-09,Ochakovo-Matveyevskoye,ZAO,108,16
2021-09,Krasnoselsky,CAO,159,99
2021-09,Novofyodorovskoye,TAO,46,53
2021-09,Voronovskoye,TAO,47,111
2021-09,Kievsky,TAO,168,104
2021-09,Tyoply Stan,YuZAO,186,65
2021-09,Nagatino-Sadovniki,YuAO,39,70
2021-09,Krylatskoye,SZAO,76,41
2021-09,Rostokino,SVAO,28,75
2021-09,Khamovniki,CAO,68,92
2021-09,Danilovsky,YuAO,192,90
2021-09,Sviblovo,SVAO,190,115
2021-09,Golyanovo,VAO,146,68
2021-09,Metrogorodok,VAO,174,54
2021-09,Shcherbinka,NAO,31,40
2021-09,Zyuzino,YuZAO,71,85
2021-09,Molzhaninovsky,SAO,161,53
2021-09,Altufyevsky,SVAO,133,50
2021-09,Orekhovo-Borisovo Yuzhnoye,YuAO,99,38
2021-09,Vostochnoye Izmaylovo,VAO,47,10
2021-09,Gagarinsky,YuZAO,73,40
2021-09,Strogino,SZAO,188,110
2021-09,Ramenki,ZAO,54,47
2021-09,Meshchansky,CAO,136,54
2021-09,Filimonkovskoye,NAO,72,67
2021-09,Izmaylovo,VAO,158,52
2021-09,Preobrazhenskoye,VAO,184,77
2021-09,Savyolovsky,SAO,78,112
2021-09,Solntsevo,ZAO,83,70
2021-09,Severnoye Medvedkovo,SVAO,66,21
2021-09,Zapadnoye Degunino,SAO,72,110
2021-09,Novokosino,VAO,128,40
2021-09,Chertanovo Yuzhnoye,YuAO,68,33
2021-09,Alekseevsky,SVAO,165,86
2021-09,Kurkino,SZAO,58,104
2021-09,Khoroshyovo-Mnyovniki,SZAO,147,21
2021-09,Vnukovo,ZAO,155,68
2021-09,Arbat,CAO,131,54
2021-09,Donskoy,YuAO,32,59
2021-09,Losinoostrovsky,SVAO,53,59
2021-09,Prospekt Vernadskogo,ZAO,54,58
2021-09,Babushkinsky,SVAO,171,29
2021-09,Voskresenskoye,NAO,198,27
2021-09,Moskovsky,NAO,142,81
2021-09,Severnoye Izmaylovo,VAO,129,106
2021-09,Biryulyovo Vostochnoye,YuAO,170,94
2021-09,Moskvorechye-Saburovo,YuAO,66,96
2021-09,Novo-Peredelkino,ZAO,147,20
2021-09,Sosenskoye,NAO,54,86
2021-09,Chertanovo Tsentralnoye,YuAO,195,48
2021-09,Yuzhnoye Tushino,SZAO,166,104
2021-09,Chertanovo Severnoye,YuAO,79,117
2021-09,Maryina Roshcha,SVAO,163,71
2021-09,Voykovsky,SAO,197,73
2021-09,Mitino,SZAO,84,58
2021-09,Shchapovskoye,TAO,195,90
2021-09,Ivanovskoye,VAO,180,89
2021-09,Sokolinaya Gora,VAO,141,23
2021-09,Perovo,VAO,41,44
2021-09,Nagorny,YuAO,87,23
2021-09,Konkovo,YuZAO,40,109
2021-09,Zyablikovo,YuAO,163,77
2021-09,Yakimanka,CAO,64,108
2021-09,Bogorodskoye,VAO,102,100
2021-09,Kuntsevo,ZAO,144,13
2021-09,Khovrino,SAO,160,114
2021-09,Ostankinsky,SVAO,193,119
2021-09,Sokol,SAO,89,85
2021-09,Begovoy,SAO,34,10
2021-09,Mikhaylovo-Yartsevskoye,TAO,194,46
2021-09,Lianozovo,SVAO,170,33
2021-09,Zelenograd,ZelAO,125,107
2021-09,Pokrovskoye-Streshnevo,SZAO,122,45
2021-09,Filyovsky Park,ZAO,118,38
2021-09,Pervomayskoye,TAO,52,61
2021-09,Yuzhnoye Medvedkovo,SVAO,190,90
2021-09,Novogireyevo,VAO,178,52
2021-09,Basmanny,CAO,75,90
2021-09,Marushkinskoye,NAO,77,112
2021-09,Levoberezhny,SAO,155,113
2021-09,Butyrsky,SVAO,51,59
2021-09,Lomonosovsky,YuZAO,30,93
2021-09,Akademichesky,YuZAO,102,101
2021-09,Mozhaysky,ZAO,61,99
2021-09,Troitsk,TAO,59,59
2021-09,Tagansky,CAO,137,58
2021-09,Zamoskvorechye,CAO,62,49
2021-09,Tverskoy,CAO,155,16
2021-09,Klyonovskoye,TAO,194,104
2021-09,Mosrentgen,NAO,98,63
2021-09,Krasnopakhorskoye,TAO,120,90
2021-09,Vostochny,VAO,112,108
2021-09,Troparyovo-Nikulino,ZAO,80,110
2021-09,Vnukovskoye,NAO,158,110
2021-09,Rogovskoye,TAO,140,50
2021-09,Fili-Davydkovo,ZAO,126,75
2021-09,Presnensky,CAO,36,18
2021-09,Aeroport,SAO,134,90
2021-09,Biryulyovo Zapadnoye,YuAO,139,119
2021-09,Yaroslavsky,SVAO,177,11
2021-09,Kosino-Ukhtomsky,VAO,41,81
2021-09,Nagatinsky Zaton,YuAO,73,116
2021-09,Yuzhnoye Butovo,YuZAO,20,23
2021-09,Timiryazevsky,SAO,26,31
2021-10,Novofyodorovskoye,TAO,152,69
2021-10,Ramenki,ZAO,126,99
2021-10,Rogovskoye,TAO,161,18
2021-10,Voskresenskoye,NAO,183,34
2021-10,Chertanovo Severnoye,YuAO,148,46
2021-10,Begovoy,SAO,129,106
2021-10,Metrogorodok,VAO,191,90
2021-10,Kosino-Ukhtomsky,VAO,136,73
2021-10,Vostochny,VAO,188,55
2021-10,Tagansky,CAO,71,105
2021-10,Strogino,SZAO,81,41
2021-10,Molzhaninovsky,SAO,183,116
2021-10,Vostochnoye Izmaylovo,VAO,174,44
2021-10,Orekhovo-Borisovo Yuzhnoye,YuAO,64,76
2021-10,Altufyevsky,SVAO,170,30
2021-10,Yaroslavsky,SVAO,110,113
2021-10,Timiryazevsky,SAO,196,60
2021-10,Biryulyovo Vostochnoye,YuAO,47,61
2021-10,Perovo,VAO,35,54
2021-10,Zyuzino,YuZAO,95,110
2021-10,Shcherbinka,NAO,171,10
2021-10,Sviblovo,SVAO,129,21
2021-10,Khamovniki,CAO,48,16
2021-10,Danilovsky,YuAO,33,28
2021-10,Kuntsevo,ZAO,33,105
2021-10,Golyanovo,VAO,122,119
2021-10,Voronovskoye,TAO,193,33
2021-10,Zelenograd,ZelAO,48,38
2021-10,Presnensky,CAO,24,20
2021-10,Yuzhnoye Tushino,SZAO,136,72
2021-10,Izmaylovo,VAO,83,13
2021-10,Ochakovo-Matveyevskoye,ZAO,52,117
2021-10,Brateyevo,YuAO,47,50
2021-10,Veshnyaki,VAO,105,24
2021-10,Chertanovo Tsentralnoye,YuAO,172,80
2021-10,Novo-Peredelkino,ZAO,84,69
2021-10,Yuzhnoye Butovo,YuZAO,110,67
2021-10,Shchukino,SZAO,57,83
2021-10,Levoberezhny,SAO,37,115
2021-10,Tsaritsyno,YuAO,155,105
2021-10,Kokoshkino,NAO,58,26
2021-10,Yasenevo,YuZAO,138,22
2021-10,Vnukovskoye,NAO,174,103
2021-10,Sokolinaya Gora,VAO,39,84
2021-10,Mosrentgen,NAO,40,74
2021-10,Desyonovskoye,NAO,135,43
2021-10,Khoroshyovsky,SAO,158,33
2021-10,Dmitrovsky,SAO,52,74
2021-10,Tverskoy,CAO,38,19
2021-10,Troitsk,TAO,145,76
2021-10,Obruchevsky,YuZAO,38,42
2021-10,Dorogomilovo,ZAO,146,30
2021-10,Severny,SVAO,180,76
2021-10,Ryazanovskoye,NAO,190,45
2021-10,Akademichesky,YuZAO,50,71
2021-10,Pervomayskoye,TAO,109,34
2021-10,Mozhaysky,ZAO,108,77
2021-10,Khoroshyovo-Mnyovniki,SZAO,125,57
2021-10,Vnukovo,ZAO,45,96
2021-10,Biryulyovo Zapadnoye,YuAO,107,30
2021-10,Meshchansky,CAO,119,118
2021-10,Severnoye Izmaylovo,VAO,73,55
2021-10,Alekseevsky,SVAO,197,21
2021-10,Mikhaylovo-Yartsevskoye,TAO,104,13
2021-10,Chertanovo Yuzhnoye,YuAO,146,15
2021-10,Tyoply Stan,YuZAO,45,109
2021-10,Prospekt Vernadskogo,ZAO,117,58
2021-10,Yuzhnoye Medvedkovo,SVAO,176,112
2021-10,Severnoye Medvedkovo,SVAO,113,17
2021-10,Savyolovsky,SAO,43,97
2021-10,Sokol,SAO,150,60
2021-10,Severnoye Butovo,YuZAO,147,62
2021-10,Khovrino,SAO,26,37
2021-10,Golovinsky,SAO,180,38
2021-10,Konkovo,YuZAO,82,97
2021-10,Yakimanka,CAO,117,93
2021-10,Bogorodskoye,VAO,111,94
2021-10,Sokolniki,VAO,89,79
2021-10,Aeroport,SAO,77,96
2021-10,Donskoy,YuAO,66,40
2021-10,Novokosino,VAO,95,109
2021-10,Zyablikovo,YuAO,120,26
2021-10,Severnoye Tushino,SZAO,30,87
2021-10,Krasnopakhorskoye,TAO,175,77
2021-10,Sosenskoye,NAO,73,70
2021-10,Zapadnoye Degunino,SAO,98,12
2021-10,Otradnoye,SVAO,153,58
2021-10,Nagorny,YuAO,197,104
2021-10,Kurkino,SZAO,39,74
2021-10,Butyrsky,SVAO,199,86
2021-10,Krasnoselsky,CAO,94,69
2021-10,Solntsevo,ZAO,156,75
2021-10,Preobrazhenskoye,VAO,121,81
2021-10,Zamoskvorechye,CAO,150,86
2021-10,Lomonosovsky,YuZAO,172,53
2021-10,Novogireyevo,VAO,56,13
2021-10,Lianozovo,SVAO,120,28
2021-10,Voykovsky,SAO,147,12
2021-10,Ivanovskoye,VAO,174,41
2021-10,Marushkinskoye,NAO,103,23
2021-10,Babushkinsky,SVAO,143,69
2021-10,Cheryomushki,YuZAO,51,32
2021-10,Filyovsky Park,ZAO,192,96
2021-10,Moskovsky,NAO,80,91
2021-10,Pokrovskoye-Streshnevo,SZAO,37,107
2021-10,Bibirevo,SVAO,91,38
2021-10,Marfino,SVAO,116,59
2021-10,Moskvorechye-Saburovo,YuAO,60,34
2021-10,Orekhovo-Borisovo Severnoye,YuAO,164,31
2021-10,Beskudnikovsky,SAO,167,52
2021-10,Shchapovskoye,TAO,140,87
2021-10,Arbat,CAO,131,24
2021-10,Nagatino-Sadovniki,YuAO,123,17
2021-10,Kievsky,TAO,54,101
2021-10,Rostokino,SVAO,148,51
2021-10,Ostankinsky,SVAO,81,38
2021-10,Nagatinsky Zaton,YuAO,145,95
2021-10,Filimonkovskoye,NAO,58,11
2021-10,Losinoostrovsky,SVAO,132,17
2021-10,Gagarinsky,YuZAO,118,23
2021-10,Troparyovo-Nikulino,ZAO,83,111
2021-10,Kotlovka,YuZAO,144,105
2021-10,Krylatskoye,SZAO,146,25
2021-10,Maryina Roshcha,SVAO,117,19
2021-10,Basmanny,CAO,50,68
2021-10,Fili-Davydkovo,ZAO,114,13
2021-10,Koptevo,SAO,29,53
2021-10,Klyonovskoye,TAO,120,72
2021-10,Mitino,SZAO,57,26
2021-11,Chertanovo Yuzhnoye,YuAO,38,56
2021-11,Orekhovo-Borisovo Severnoye,YuAO,159,87
2021-11,Marushkinskoye,NAO,92,67
2021-11,Basmanny,CAO,105,101
2021-11,Presnensky,CAO,22,26
2021-11,Yuzhnoye Medvedkovo,SVAO,33,47
2021-11,Tagansky,CAO,151,108
2021-11,Ryazanovskoye,NAO,109,54
2021-11,Sosenskoye,NAO,136,78
2021-11,Troparyovo-Nikulino,ZAO,122,40
2021-11,Savyolovsky,SAO,106,91
2021-11,Yaroslavsky,SVAO,68,94
2021-11,Cheryomushki,YuZAO,90,35
2021-11,Severnoye Medvedkovo,SVAO,160,71
2021-11,Filyovsky Park,ZAO,74,97
2021-11,Zelenograd,ZelAO,144,42
2021-11,Kotlovka,YuZAO,74,100
2021-11,Solntsevo,ZAO,167,85
2021-11,Timiryazevsky,SAO,172,81
2021-11,Zamoskvorechye,CAO,136,36
2021-11,Veshnyaki,VAO,155,101
2021-11,Khoroshyovsky,SAO,23,74
2021-11,Sokolniki,VAO,43,103
2021-11,Kokoshkino,NAO,111,104
2021-11,Voskresenskoye,NAO,164,51
2021-11,Vnukovo,ZAO,174,40
2021-11,Mikhaylovo-Yartsevskoye,TAO,162,59
2021-11,Begovoy,SAO,36,88
2021-11,Losinoostrovsky,SVAO,150,114
2021-11,Rogovskoye,TAO,90,28
2021-11,Biryulyovo Zapadnoye,YuAO,167,17
2021-11,Severny,SVAO,178,43
2021-11,Ramenki,ZAO,108,57
2021-11,Lomonosovsky,YuZAO,183,115
2021-11,Troitsk,TAO,134,107
2021-11,Krasnopakhorskoye,TAO,199,82
2021-11,Arbat,CAO,45,58
2021-11,Kurkino,SZAO,52,59
2021-11,Bibirevo,SVAO,60,51
2021-11,Obruchevsky,YuZAO,108,72
2021-11,Voykovsky,SAO,115,103
2021-11,Beskudnikovsky,SAO,105,52
2021-11,Nagorny,YuAO,92,107
2021-11,Ivanovskoye,VAO,80,62
2021-11,Maryina Roshcha,SVAO,174,51
2021-11,Izmaylovo,VAO,157,50
2021-11,Yasenevo,YuZAO,55,20
2021-11,Chertanovo Severnoye,YuAO,148,105
2021-11,Ochakovo-Matveyevskoye,ZAO,38,82
2021-11,Golovinsky,SAO,76,28
2021-11,Koptevo,SAO,27,44
2021-11,Levoberezhny,SAO,121,15
2021-11,Brateyevo,YuAO,125,118
2021-11,Butyrsky,SVAO,69,57
2021-11,Otradnoye,SVAO,162,12
2021-11,Severnoye Tushino,SZAO,191,71
2021-11,Shchukino,SZAO,128,38
2021-11,Mozhaysky,ZAO,30,12
2021-11,Zyuzino,YuZAO,21,105
2021-11,Nagatinsky Zaton,YuAO,46,15
2021-11,Zyablikovo,YuAO,126,15
2021-11,Klyonovskoye,TAO,157,47
2021-11,Novogireyevo,VAO,61,20
2021-11,Novo-Peredelkino,ZAO,36,97
2021-11,Bogorodskoye,VAO,46,66
2021-11,Metrogorodok,VAO,21,13
2021-11,Aeroport,SAO,88,71
2021-11,Krasnoselsky,CAO,42,33
2021-11,Altufyevsky,SVAO,73,11
2021-11,Desyonovskoye,NAO,114,61
2021-11,Vostochnoye Izmaylovo,VAO,161,76
2021-11,Nagatino-Sadovniki,YuAO,183,17
2021-11,Moskovsky,NAO,34,111
2021-11,Sviblovo,SVAO,127,88
2021-11,Lianozovo,SVAO,44,20
2021-11,Vostochny,VAO,181,95
2021-11,Tyoply Stan,YuZAO,47,93
2021-11,Severnoye Butovo,YuZAO,141,33
2021-11,Mosrentgen,NAO,93,46
2021-11,Novofyodorovskoye,TAO,106,84
2021-11,Dorogomilovo,ZAO,48,67
2021-11,Yuzhnoye Tushino,SZAO,117,23
2021-11,Tverskoy,CAO,64,58
2021-11,Strogino,SZAO,71,61
2021-11,Shchapovskoye,TAO,143,107
2021-11,Yakimanka,CAO,162,25
2021-11,Filimonkovskoye,NAO,168,23
2021-11,Zapadnoye Degunino,SAO,175,61
2021-11,Sokol,SAO,83,60
2021-11,Sokolinaya Gora,VAO,103,117
2021-11,Konkovo,YuZAO,21,118
2021-11,Khamovniki,CAO,95,18
2021-11,Vnukovskoye,NAO,164,108
2021-11,Fili-Davydkovo,ZAO,43,106
2021-11,Gagarinsky,YuZAO,180,11
2021-11,Molzhaninovsky,SAO,124,96
2021-11,Chertanovo Tsentralnoye,YuAO,157,22
2021-11,Donskoy,YuAO,105,64
2021-11,Prospekt Vernadskogo,ZAO,53,76
2021-11,Babushkinsky,SVAO,132,71
2021-11,Biryulyovo Vostochnoye,YuAO,197,21
2021-11,Perovo,VAO,44,81
2021-11,Krylatskoye,SZAO,86,100
2021-11,Novokosino,VAO,157,65
2021-11,Khoroshyovo-Mnyovniki,SZAO,30,71
2021-11,Kuntsevo,ZAO,182,50
2021-11,Preobrazhenskoye,VAO,52,53
2021-11,Meshchansky,CAO,33,39
2021-11,Pokrovskoye-Streshnevo,SZAO,106,11
2021-11,Orekhovo-Borisovo Yuzhnoye,YuAO,188,94
2021-11,Tsaritsyno,YuAO,173,27
2021-11,Kosino-Ukhtomsky,VAO,43,29
2021-11,Severnoye Izmaylovo,VAO,194,41
2021-11,Marfino,SVAO,164,34
2021-11,Alekseevsky,SVAO,101,70
2021-11,Khovrino,SAO,88,91
2021-11,Rostokino,SVAO,59,61
2021-11,Yuzhnoye Butovo,YuZAO,169,23
2021-11,Golyanovo,VAO,40,51
2021-11,Pervomayskoye,TAO,45,88
2021-11,Dmitrovsky,SAO,155,27
2021-11,Ostankinsky,SVAO,106,118
2021-11,Voronovskoye,TAO,52,102
2021-11,Kievsky,TAO,107,117
2021-11,Moskvorechye-Saburovo,YuAO,106,112
2021-11,Akademichesky,YuZAO,42,44
2021-11,Danilovsky,YuAO,81,55
2021-11,Shcherbinka,NAO,38,47
2021-11,Mitino,SZAO,34,58
2021-12,Yuzhnoye Medvedkovo,SVAO,185,36
2021-12,Krasnopakhorskoye,TAO,189,116
2021-12,Novofyodorovskoye,TAO,172,78
2021-12,Nagorny,YuAO,56,93
2021-12,Basmanny,CAO,123,56
2021-12,Konkovo,YuZAO,124,100
2021-12,Klyonovskoye,TAO,25,71
2021-12,Aeroport,SAO,186,99
2021-12,Biryulyovo Zapadnoye,YuAO,173,11
2021-12,Khovrino,SAO,90,111
2021-12,Yasenevo,YuZAO,101,118
2021-12,Pokrovskoye-Streshnevo,SZAO,153,60
2021-12,Yuzhnoye Tushino,SZAO,33,10
2021-12,Ostankinsky,SVAO,165,109
2021-12,Bogorodskoye,VAO,51,91
2021-12,Kuntsevo,ZAO,87,80
2021-12,Perovo,VAO,117,71
2021-12,Biryulyovo Vostochnoye,YuAO,23,73
2021-12,Mitino,SZAO,173,75
2021-12,Akademichesky,YuZAO,56,109
2021-12,Moskvorechye-Saburovo,YuAO,131,118
2021-12,Dmitrovsky,SAO,130,57
2021-12,Pervomayskoye,TAO,99,69
2021-12,Preobrazhenskoye,VAO,114,95
2021-12,Sokol,SAO,104,23
2021-12,Lianozovo,SVAO,42,23
2021-12,Maryina Roshcha,SVAO,72,16
2021-12,Desyonovskoye,NAO,99,97
2021-12,Novogireyevo,VAO,120,94
2021-12,Mosrentgen,NAO,45,117
2021-12,Nagatinsky Zaton,YuAO,144,15
2021-12,Chertanovo Tsentralnoye,YuAO,33,108
2021-12,Fili-Davydkovo,ZAO,126,40
2021-12,Zapadnoye Degunino,SAO,72,65
2021-12,Tverskoy,CAO,48,42
2021-12,Dorogomilovo,ZAO,64,109
2021-12,Shchapovskoye,TAO,25,48
2021-12,Vnukovskoye,NAO,111,103
2021-12,Veshnyaki,VAO,137,57
2021-12,Kurkino,SZAO,141,43
2021-12,Rogovskoye,TAO,99,23
2021-12,Begovoy,SAO,89,116
2021-12,Mikhaylovo-Yartsevskoye,TAO,108,81
2021-12,Mozhaysky,ZAO,109,70
2021-12,Sokolniki,VAO,157,99
2021-12,Butyrsky,SVAO,51,36
2021-12,Voykovsky,SAO,180,94
2021-12,Filyovsky Park,ZAO,179,97
2021-12,Chertanovo Severnoye,YuAO,142,28
2021-12,Ivanovskoye,VAO,28,15
2021-12,Levoberezhny,SAO,67,61
2021-12,Timiryazevsky,SAO,164,56
2021-12,Kotlovka,YuZAO,95,73
2021-12,Zelenograd,ZelAO,96,20
2021-12,Ramenki,ZAO,183,38
2021-12,Yaroslavsky,SVAO,111,42
2021-12,Savyolovsky,SAO,149,42
2021-12,Sosenskoye,NAO,180,78
2021-12,Tagansky,CAO,53,32
2021-12,Vostochny,VAO,135,118
2021-12,Kosino-Ukhtomsky,VAO,166,88
2021-12,Marfino,SVAO,160,28
2021-12,Tyoply Stan,YuZAO,43,114
2021-12,Beskudnikovsky,SAO,184,112
2021-12,Voronovskoye,TAO,137,18
2021-12,Ochakovo-Matveyevskoye,ZAO,168,89
2021-12,Koptevo,SAO,106,16
2021-12,Golyanovo,VAO,136,67
2021-12,Rostokino,SVAO,162,47
2021-12,Brateyevo,YuAO,24,59
2021-12,Otradnoye,SVAO,79,56
2021-12,Shchukino,SZAO,132,68
2021-12,Voskresenskoye,NAO,169,110
2021-12,Kokoshkino,NAO,66,11
2021-12,Yakimanka,CAO,22,39
2021-12,Losinoostrovsky,SVAO,162,65
2021-12,Sviblovo,SVAO,169,36
2021-12,Danilovsky,YuAO,119,83
2021-12,Khoroshyovsky,SAO,178,17
2021-12,Lomonosovsky,YuZAO,54,63
2021-12,Vostochnoye Izmaylovo,VAO,138,56
2021-12,Krasnoselsky,CAO,61,39
2021-12,Metrogorodok,VAO,172,78
2021-12,Zamoskvorechye,CAO,151,103
2021-12,Troitsk,TAO,188,101
2021-12,Severnoye Medvedkovo,SVAO,131,99
2021-12,Alekseevsky,SVAO,190,46
2021-12,Shcherbinka,NAO,185,64
2021-12,Severnoye Izmaylovo,VAO,63,16
2021-12,Orekhovo-Borisovo Yuzhnoye,YuAO,145,104
2021-12,Cheryomushki,YuZAO,191,46
2021-12,Donskoy,YuAO,125,66
2021-12,Ryazanovskoye,NAO,51,89
2021-12,Sokolinaya Gora,VAO,47,92
2021-12,Meshchansky,CAO,76,91
2021-12,Severnoye Tushino,SZAO,189,106
2021-12,Zyablikovo,YuAO,44,59
2021-12,Khoroshyovo-Mnyovniki,SZAO,69,51
2021-12,Zyuzino,YuZAO,32,38
2021-12,Solntsevo,ZAO,44,81
2021-12,Krylatskoye,SZAO,149,18
2021-12,Chertanovo Yuzhnoye,YuAO,50,27
2021-12,Golovinsky,SAO,92,19
2021-12,Babushkinsky,SVAO,106,35
2021-12,Prospekt Vernadskogo,ZAO,118,85
2021-12,Novokosino,VAO,177,30
2021-12,Kievsky,TAO,141,34
2021-12,Orekhovo-Borisovo Severnoye,YuAO,26,38
2021-12,Arbat,CAO,75,48
2021-12,Presnensky,CAO,31,25
2021-12,Molzhaninovsky,SAO,183,91
2021-12,Nagatino-Sadovniki,YuAO,192,84
2021-12,Khamovniki,CAO,163,68
2021-12,Tsaritsyno,YuAO,43,30
2021-12,Strogino,SZAO,36,100
2021-12,Severnoye Butovo,YuZAO,174,115
2021-12,Moskovsky,NAO,193,97
2021-12,Altufyevsky,SVAO,188,53
2021-12,Troparyovo-Nikulino,ZAO,109,17
2021-12,Gagarinsky,YuZAO,189,11
2021-12,Bibirevo,SVAO,155,24
2021-12,Marushkinskoye,NAO,43,117
2021-12,Filimonkovskoye,NAO,119,103
2021-12,Yuzhnoye Butovo,YuZAO,37,110
2021-12,Obruchevsky,YuZAO,124,78
2021-12,Novo-Peredelkino,ZAO,144,59
2021-12,Vnukovo,ZAO,157,54
2021-12,Izmaylovo,VAO,38,90
2021-12,Severny,SVAO,183,66
2022-01,Biryulyovo Vostochnoye,YuAO,108,33
2022-01,Babushkinsky,SVAO,41,94
